,carat,cut,color,clarity,depth,table,x,y,z,city,price
27670,0.73,Very Good,H,SI1,62.2,57.0,5.77,5.8,3.6,Surat,2001
27671,0.51,Premium,D,SI1,61.0,60.0,5.18,5.15,3.15,Las Vegas,1687
27672,0.31,Ideal,G,VVS1,62.5,54.0,4.36,4.38,2.73,New York City,789
27673,0.51,Ideal,G,VS1,62.5,57.0,5.07,5.14,3.19,Kimberly,1656
27674,0.33,Ideal,J,VS1,62.1,55.0,4.41,4.44,2.75,Dubai,434
27675,1.02,Premium,E,VVS1,61.5,59.0,6.41,6.46,3.96,Antwerp,11062
27676,1.5,Good,E,VS2,63.7,56.0,7.18,7.16,4.57,Surat,13653
27677,0.72,Ideal,E,VS2,61.4,56.0,5.78,5.8,3.55,Kimberly,3601
27678,0.33,Very Good,D,SI2,60.7,56.0,4.43,4.46,2.7,Surat,492
27679,1.22,Very Good,I,VS2,63.3,57.0,6.74,6.82,4.29,Kimberly,5979
27680,0.53,Ideal,G,VVS2,60.0,57.0,5.27,5.29,3.17,Kimberly,1865
27681,0.33,Ideal,G,VVS1,61.8,59.0,4.45,4.48,2.76,Antwerp,802
27682,0.3,Ideal,F,VS2,62.5,54.0,4.29,4.32,2.69,New York City,573
27683,0.47,Good,G,VS2,60.1,60.3,5.02,5.07,3.03,Kimberly,1226
27684,2.14,Very Good,J,SI1,62.3,59.0,8.24,8.26,5.14,London,14556
27685,1.57,Very Good,G,SI2,61.1,61.0,7.43,7.46,4.55,Las Vegas,8419
27686,0.91,Ideal,E,SI1,60.7,56.0,6.26,6.22,3.79,New York City,3665
27687,1.0,Fair,H,SI2,65.1,58.0,6.27,6.15,4.05,Surat,3640
27688,0.75,Ideal,E,SI1,62.1,55.0,5.81,5.85,3.62,Paris,3170
27689,1.21,Very Good,H,SI1,60.2,58.0,6.89,6.93,4.16,Amsterdam,6229
27690,0.31,Ideal,F,VVS1,61.8,56.0,4.33,4.37,2.69,Luxembourg,884
27691,1.02,Premium,I,SI2,62.0,59.0,6.45,6.42,3.99,Tel Aviv,3856
27692,0.27,Ideal,E,VS1,61.6,55.0,4.18,4.16,2.57,Tel Aviv,603
27693,1.03,Ideal,G,VS1,62.3,56.0,6.5,6.46,4.04,Dubai,6864
27694,0.7,Ideal,E,SI1,62.7,57.0,5.64,5.66,3.54,Paris,2614
27695,0.74,Premium,F,VS1,61.7,57.0,5.85,5.79,3.59,New York City,3170
27696,1.26,Ideal,H,VVS2,61.8,56.0,6.9,6.93,4.28,Las Vegas,8941
27697,1.03,Ideal,D,VS1,61.8,56.0,6.46,6.54,4.02,Zurich,8612
27698,0.31,Ideal,D,SI2,62.3,56.0,4.38,4.35,2.72,Las Vegas,593
27699,0.32,Ideal,E,SI2,62.7,55.0,4.42,4.39,2.76,Amsterdam,576
27700,0.31,Premium,E,VS2,61.0,59.0,4.37,4.35,2.66,Madrid,872
27701,0.9,Premium,F,I1,61.9,59.0,6.18,6.16,3.82,Paris,2316
27702,1.7,Premium,F,SI2,58.5,60.0,7.87,7.8,4.58,London,9330
27703,1.23,Ideal,I,SI2,61.2,58.0,6.86,6.9,4.21,Surat,5315
27704,0.57,Ideal,F,SI2,62.7,56.0,5.32,5.27,3.32,London,1432
27705,0.41,Ideal,G,VVS1,61.5,57.0,4.79,4.82,2.95,Antwerp,1123
27706,0.3,Ideal,F,VS2,61.3,55.0,4.32,4.3,2.64,Surat,776
27707,0.7,Very Good,E,SI2,63.2,56.0,5.6,5.64,3.55,Las Vegas,2298
27708,1.52,Ideal,I,VS1,62.9,60.0,7.31,7.27,4.59,Antwerp,10214
27709,0.51,Premium,E,SI1,61.8,58.0,5.11,5.15,3.17,Surat,1343
27710,1.2,Ideal,G,SI2,58.9,60.0,6.98,6.94,4.1,Las Vegas,5562
27711,0.4,Very Good,G,VS1,61.5,58.0,4.72,4.74,2.91,New York City,868
27712,1.54,Ideal,J,VS1,62.2,59.0,7.34,7.38,4.58,Tel Aviv,8848
27713,1.14,Very Good,E,IF,63.3,57.0,6.63,6.71,4.22,Surat,12647
27714,0.77,Good,H,SI1,57.2,65.0,6.08,6.02,3.46,Paris,2457
27715,1.0,Very Good,G,VVS2,62.7,57.0,6.32,6.37,3.98,Amsterdam,7950
27716,0.91,Very Good,E,VS1,62.8,60.0,6.08,6.11,3.83,Kimberly,5057
27717,1.07,Premium,G,VS2,60.9,58.0,6.6,6.56,4.01,Luxembourg,6471
27718,1.01,Premium,F,SI2,62.2,58.0,6.4,6.37,3.97,Zurich,3597
27719,0.43,Premium,F,SI1,62.9,60.0,4.8,4.77,3.01,Dubai,1016
27720,1.78,Premium,H,VS1,60.2,59.0,7.83,7.96,4.75,Antwerp,15460
27721,0.64,Premium,H,SI1,60.0,59.0,5.63,5.57,3.36,Las Vegas,1274
27722,0.5,Premium,G,VS2,60.2,60.0,5.21,5.15,3.12,Paris,1415
27723,1.23,Premium,F,I1,60.8,59.0,6.96,6.91,4.22,Amsterdam,3375
27724,0.31,Ideal,F,VVS1,60.7,57.0,4.41,4.39,2.67,Las Vegas,1140
27725,0.53,Ideal,D,VVS1,61.6,55.0,5.21,5.27,3.23,Antwerp,3097
27726,0.53,Ideal,H,VS2,62.3,54.0,5.19,5.21,3.24,Tel Aviv,1353
27727,0.5,Ideal,F,VS2,61.2,57.0,5.1,5.13,3.13,Zurich,1436
27728,1.0,Premium,D,VS2,62.9,57.0,6.37,6.32,3.99,Las Vegas,5174
27729,0.32,Ideal,G,VVS1,62.4,55.0,4.37,4.38,2.73,Amsterdam,842
27730,0.42,Ideal,J,VVS2,61.7,54.0,4.83,4.86,2.99,Zurich,673
27731,1.01,Premium,E,SI1,59.0,59.0,6.6,6.56,3.88,Kimberly,5226
27732,0.91,Ideal,I,VS2,62.2,59.0,6.13,6.18,3.83,Zurich,3726
27733,1.31,Ideal,G,VVS2,60.3,56.0,7.09,7.15,4.29,Antwerp,13168
27734,4.13,Fair,H,I1,64.8,61.0,10.0,9.85,6.43,London,17329
27735,0.36,Ideal,H,VVS1,61.8,56.0,4.6,4.63,2.85,Surat,794
27736,0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,Zurich,2821
27737,0.31,Ideal,E,SI1,60.1,57.0,4.36,4.39,2.63,Surat,601
27738,0.43,Very Good,F,VS2,62.5,60.0,4.81,4.86,3.02,Antwerp,804
27739,0.4,Ideal,J,IF,62.6,56.0,4.71,4.75,2.96,Luxembourg,828
27740,0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,Surat,1600
27741,1.51,Premium,G,VS1,59.5,59.0,7.45,7.41,4.42,Surat,14156
27742,1.12,Premium,G,VVS1,60.9,57.0,6.72,6.67,4.08,Antwerp,8561
27743,0.37,Premium,I,VS1,61.4,59.0,4.55,4.61,2.81,Antwerp,584
27744,0.9,Very Good,G,VS1,61.7,60.0,6.11,6.2,3.8,Dubai,4872
27745,1.51,Good,H,SI1,61.5,61.0,7.29,7.34,4.5,Las Vegas,10277
27746,1.25,Ideal,J,SI1,62.4,57.0,6.86,6.92,4.3,Surat,5252
27747,1.5,Premium,J,VS2,61.7,56.0,7.33,7.23,4.49,Luxembourg,7308
27748,0.32,Very Good,I,VS2,62.8,58.0,4.33,4.37,2.73,Las Vegas,449
27749,0.4,Premium,F,SI1,62.9,58.0,4.72,4.69,2.96,Surat,882
27750,1.05,Fair,J,SI2,65.8,59.0,6.41,6.27,4.18,Surat,2789
27751,0.97,Ideal,H,VS2,62.9,56.0,6.35,6.31,3.98,Surat,4943
27752,1.2,Very Good,G,SI2,62.6,60.0,6.68,6.74,4.2,Surat,5116
27753,2.0,Very Good,J,SI2,60.9,54.0,8.12,8.17,4.96,Tel Aviv,10907
27754,1.23,Premium,J,VVS2,61.2,57.0,6.92,6.86,4.22,Amsterdam,5768
27755,1.66,Good,G,VS2,63.2,56.0,7.49,7.61,4.77,Surat,15091
27756,0.32,Ideal,G,VS2,61.8,57.0,4.42,4.38,2.72,Las Vegas,720
27757,0.7,Premium,H,VS1,60.5,58.0,5.77,5.73,3.48,London,2364
27758,0.6,Premium,D,VS2,62.8,59.0,5.39,5.35,3.37,Antwerp,2037
27759,0.71,Very Good,I,SI2,60.4,59.0,5.76,5.79,3.49,Kimberly,2003
27760,0.7,Premium,H,SI2,60.5,61.0,5.75,5.72,3.47,Surat,1808
27761,1.33,Premium,G,SI2,60.3,58.0,7.19,7.16,4.33,Antwerp,6685
27762,0.36,Premium,G,IF,61.0,59.0,4.6,4.55,2.79,Amsterdam,1148
27763,0.41,Ideal,G,SI2,62.1,53.6,4.75,4.79,2.96,Surat,659
27764,0.51,Ideal,G,VS2,62.8,55.0,5.1,5.06,3.19,New York City,1443
27765,0.35,Ideal,D,SI2,62.2,56.0,4.52,4.55,2.82,Luxembourg,522
27766,1.01,Very Good,D,SI1,62.5,61.0,6.34,6.4,3.98,Surat,5832
27767,1.27,Ideal,J,SI2,61.2,56.0,6.99,6.95,4.27,Dubai,5021
27768,0.3,Ideal,D,VS2,60.6,58.0,4.31,4.33,2.62,Surat,670
27769,1.53,Premium,J,SI1,60.1,59.0,7.52,7.5,4.51,Amsterdam,6126
27770,0.91,Good,G,SI1,64.3,60.0,6.12,6.04,3.91,Luxembourg,3286
27771,0.3,Very Good,J,VS1,61.9,56.0,4.28,4.32,2.66,Dubai,394
27772,0.36,Good,H,SI1,63.6,57.0,4.53,4.49,2.87,Kimberly,665
27773,0.28,Very Good,F,VS1,62.1,59.0,4.16,4.21,2.6,Antwerp,487
27774,0.92,Good,D,SI2,63.3,59.0,6.12,6.18,3.89,Amsterdam,3891
27775,0.79,Ideal,F,SI2,61.9,55.0,5.97,5.92,3.68,Kimberly,2771
27776,0.31,Premium,E,SI1,63.0,59.0,4.31,4.26,2.7,Kimberly,698
27777,1.04,Very Good,G,SI2,60.9,58.0,6.52,6.58,3.99,London,4200
27778,0.51,Good,I,SI1,63.1,56.0,5.06,5.14,3.22,Antwerp,959
27779,1.4,Ideal,H,SI1,62.4,56.0,7.11,7.18,4.46,Surat,8075
27780,0.91,Very Good,E,SI2,62.8,59.0,6.1,6.16,3.85,Dubai,3876
27781,1.5,Very Good,D,SI1,60.0,59.0,7.41,7.46,4.46,Amsterdam,12060
27782,0.51,Premium,F,VS1,60.3,57.0,5.22,5.2,3.14,Kimberly,1799
27783,0.28,Premium,E,SI1,60.3,58.0,4.26,4.22,2.55,London,529
27784,0.38,Premium,I,SI1,60.5,58.0,4.67,4.72,2.84,Zurich,581
27785,1.09,Ideal,F,SI2,62.0,56.0,6.62,6.58,4.09,Paris,5306
27786,0.3,Premium,F,VS2,61.1,59.0,4.29,4.32,2.63,New York City,605
27787,0.86,Very Good,H,SI1,59.7,59.0,6.14,6.23,3.69,Zurich,3228
27788,1.22,Ideal,F,SI2,61.7,54.9,6.84,6.9,4.24,Paris,6132
27789,1.0,Fair,H,SI1,65.5,62.0,6.14,6.07,4.0,Paris,2873
27790,2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,Dubai,13063
27791,0.31,Good,H,VVS2,63.7,55.0,4.28,4.32,2.74,Amsterdam,625
27792,1.5,Very Good,E,SI2,62.7,59.0,7.22,7.3,4.55,Kimberly,8167
27793,0.83,Ideal,I,SI1,61.9,57.0,5.96,6.02,3.71,Antwerp,3314
27794,0.92,Premium,H,SI1,62.2,58.0,6.19,6.23,3.86,London,3675
27795,1.26,Good,G,SI1,63.2,61.0,6.81,6.87,4.32,Madrid,6874
27796,1.02,Good,H,SI1,63.9,55.0,6.37,6.4,4.08,Paris,4476
27797,0.71,Very Good,I,SI1,61.5,58.0,5.67,5.72,3.5,Las Vegas,2141
27798,1.03,Very Good,H,SI1,63.4,62.0,6.46,6.27,4.05,Madrid,4406
27799,0.31,Very Good,D,SI1,61.1,57.0,4.35,4.36,2.66,Las Vegas,571
27800,0.41,Ideal,F,VS2,61.5,56.0,4.79,4.83,2.96,Zurich,1322
27801,1.01,Very Good,G,VS2,61.6,60.0,6.42,6.47,3.97,Kimberly,6406
27802,1.1,Very Good,F,VS2,62.0,59.0,6.56,6.6,4.08,Kimberly,6708
27803,1.16,Ideal,E,SI1,61.9,57.0,6.72,6.76,4.17,Paris,6896
27804,0.57,Ideal,G,VVS1,61.9,57.0,5.31,5.35,3.3,London,2217
27805,0.7,Ideal,F,VS1,61.0,55.0,5.77,5.73,3.51,Paris,2874
27806,0.75,Ideal,E,VS1,62.5,57.0,5.8,5.85,3.64,Paris,3555
27807,0.86,Very Good,D,VS2,62.8,55.0,6.07,6.13,3.83,Antwerp,4191
27808,1.06,Premium,G,VVS2,59.6,58.0,6.61,6.65,3.95,London,8003
27809,0.53,Ideal,F,VVS2,61.0,56.0,5.26,5.24,3.2,Antwerp,2259
27810,0.3,Very Good,E,VS2,61.5,58.0,4.28,4.31,2.64,Surat,640
27811,2.1,Very Good,J,SI2,59.1,58.0,8.4,8.46,4.98,Zurich,12381
27812,1.05,Ideal,G,VS1,61.2,57.0,6.51,6.55,4.0,Madrid,8022
27813,2.01,Good,H,SI2,62.3,60.0,7.95,7.97,4.96,Dubai,14426
27814,0.27,Very Good,E,VS2,63.1,57.0,4.07,4.11,2.58,Tel Aviv,470
27815,1.09,Ideal,D,SI2,61.3,57.0,6.64,6.67,4.08,Zurich,5267
27816,0.51,Ideal,I,VS2,61.1,56.0,5.16,5.18,3.16,Surat,1437
27817,0.23,Ideal,G,SI1,62.0,54.0,3.95,3.99,2.46,Amsterdam,364
27818,0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,Antwerp,1791
27819,1.16,Ideal,D,VS2,62.1,57.0,6.73,6.7,4.17,Luxembourg,8185
27820,1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,Surat,2846
27821,1.52,Ideal,F,SI2,62.5,57.0,7.36,7.32,4.59,Tel Aviv,9533
27822,0.72,Ideal,I,VS1,61.0,57.0,5.76,5.83,3.56,Tel Aviv,2048
27823,0.33,Ideal,G,VS1,61.8,56.0,4.45,4.42,2.74,Surat,854
27824,0.96,Premium,H,SI2,59.4,56.0,6.47,6.42,3.83,Surat,3690
27825,1.22,Ideal,I,SI2,60.7,57.0,6.92,6.88,4.19,Dubai,4714
27826,1.23,Very Good,F,VVS2,62.4,58.0,6.74,6.89,4.26,New York City,10835
27827,0.34,Premium,G,IF,62.3,59.0,4.49,4.46,2.79,Surat,1084
27828,1.2,Premium,H,VS2,62.4,59.0,6.73,6.69,4.19,Kimberly,6416
27829,0.32,Ideal,F,VS2,62.4,57.0,4.37,4.44,2.75,Madrid,602
27830,1.02,Very Good,G,VS1,63.3,58.0,6.42,6.38,4.05,Amsterdam,6861
27831,0.41,Premium,H,VVS2,59.8,60.0,4.86,4.79,2.88,Zurich,999
27832,1.03,Ideal,G,SI1,61.6,57.0,6.53,6.46,4.0,Surat,4900
27833,0.4,Good,F,VVS1,63.3,57.0,4.68,4.7,2.97,New York City,1145
27834,0.34,Ideal,E,SI1,61.4,55.0,4.48,4.54,2.77,Surat,596
27835,0.3,Ideal,E,VS2,62.0,55.0,4.27,4.31,2.66,Tel Aviv,658
27836,1.0,Fair,F,VS1,64.8,61.0,6.26,6.21,4.04,Surat,6115
27837,0.71,Premium,E,SI2,61.8,57.0,5.73,5.67,3.52,Surat,2271
27838,0.73,Very Good,G,VS2,62.1,59.0,5.68,5.73,3.54,Surat,2966
27839,1.22,Ideal,E,VVS2,63.0,55.0,6.83,6.78,4.29,Amsterdam,12036
27840,0.9,Very Good,J,SI1,63.2,60.0,6.12,6.09,3.86,London,2753
27841,0.24,Very Good,F,VVS2,60.9,55.0,4.07,4.08,2.48,Dubai,547
27842,0.31,Ideal,E,VS2,61.8,56.0,4.36,4.34,2.69,Zurich,872
27843,0.43,Premium,G,VVS2,62.3,60.0,4.85,4.78,3.0,Madrid,1129
27844,0.41,Ideal,E,VS2,62.0,56.0,4.79,4.72,2.95,Zurich,999
27845,0.31,Very Good,E,IF,61.6,54.0,4.38,4.42,2.71,Kimberly,958
27846,2.01,Ideal,G,SI2,61.0,54.0,8.01,8.13,4.92,Amsterdam,16922
27847,0.7,Fair,G,SI2,69.3,60.0,5.41,5.35,3.72,Dubai,1420
27848,0.71,Good,F,SI2,64.1,60.0,0.0,0.0,0.0,Kimberly,2130
27849,0.5,Fair,E,SI1,65.3,58.0,4.99,4.91,3.23,New York City,1134
27850,2.01,Premium,I,SI2,59.2,60.0,8.31,8.27,4.91,Madrid,13574
27851,0.33,Ideal,G,IF,61.0,56.0,4.48,4.51,2.74,Surat,925
27852,0.41,Ideal,G,VVS2,61.9,55.0,4.77,4.79,2.96,Paris,1238
27853,0.23,Very Good,D,VVS2,61.3,59.0,3.91,3.99,2.42,Zurich,530
27854,1.53,Premium,H,VS2,62.2,58.0,7.34,7.3,4.55,Surat,11280
27855,1.01,Ideal,G,VS2,61.7,56.0,6.43,6.46,3.98,Kimberly,6439
27856,1.21,Premium,J,VS1,60.0,60.0,6.95,6.88,4.15,Antwerp,5489
27857,1.21,Ideal,H,VS2,62.6,54.8,6.78,6.84,4.26,Amsterdam,7426
27858,0.58,Ideal,H,VS2,62.4,58.0,5.3,5.34,3.32,Luxembourg,1600
27859,1.22,Ideal,J,SI1,60.6,56.0,6.96,6.95,4.22,New York City,5586
27860,0.4,Ideal,F,VVS1,61.4,56.0,4.77,4.81,2.94,Antwerp,1168
27861,0.33,Ideal,F,VVS1,61.7,54.0,4.46,4.49,2.76,Dubai,893
27862,1.0,Fair,H,VS1,57.4,68.0,6.52,6.47,3.73,London,4368
27863,1.5,Good,F,VS2,60.2,58.0,7.31,7.35,4.41,Surat,12693
27864,0.33,Ideal,D,SI1,62.2,54.0,4.45,4.46,2.77,Paris,575
27865,0.4,Premium,G,SI1,59.4,60.0,4.85,4.82,2.87,London,870
27866,0.41,Ideal,E,VVS2,61.4,57.0,4.79,4.76,2.93,Tel Aviv,1243
27867,1.14,Very Good,J,SI2,62.4,57.0,6.66,6.7,4.17,Madrid,4470
27868,1.71,Premium,H,SI1,62.8,58.0,7.62,7.53,4.76,Tel Aviv,12338
27869,0.4,Ideal,H,SI1,61.7,56.0,4.72,4.77,2.93,Antwerp,770
27870,2.05,Premium,H,SI1,60.2,58.0,8.25,8.22,4.96,Las Vegas,17521
27871,0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,Tel Aviv,1080
27872,0.28,Ideal,D,VVS1,61.7,57.0,4.23,4.2,2.6,Kimberly,780
27873,0.43,Premium,E,I1,58.4,62.0,5.0,4.94,2.9,Antwerp,713
27874,0.7,Ideal,G,VS1,61.2,56.0,5.71,5.75,3.5,Tel Aviv,3206
27875,0.53,Very Good,F,SI2,62.5,57.0,5.11,5.17,3.21,Surat,1132
27876,0.32,Ideal,H,VVS1,62.0,55.0,4.42,4.45,2.75,Kimberly,708
27877,0.35,Premium,E,VS2,62.1,59.0,4.49,4.46,2.78,Surat,984
27878,0.9,Fair,F,VS2,58.9,67.0,6.18,6.17,3.64,Tel Aviv,3992
27879,0.72,Premium,D,VVS2,60.0,57.0,5.92,5.84,3.53,New York City,3459
27880,0.3,Ideal,E,VS1,61.3,58.0,4.29,4.32,2.64,Madrid,694
27881,1.01,Very Good,F,VVS1,63.4,55.0,6.44,6.34,4.05,Kimberly,8706
27882,1.22,Very Good,F,VVS2,60.7,62.0,6.81,6.84,4.14,Kimberly,10719
27883,1.5,Very Good,D,SI1,61.0,59.0,7.33,7.39,4.49,London,12179
27884,1.01,Good,G,VS2,64.4,58.0,6.23,6.31,4.04,Antwerp,5418
27885,0.55,Ideal,E,VS2,62.0,56.0,5.26,5.25,3.26,Madrid,1639
27886,0.23,Very Good,D,VVS1,62.4,58.0,3.91,3.97,2.46,New York City,530
27887,0.32,Premium,J,VS2,61.9,59.0,4.38,4.35,2.7,New York City,504
27888,0.24,Very Good,D,VVS2,62.9,58.0,3.96,3.99,2.5,Zurich,552
27889,1.0,Good,J,VS2,58.7,61.0,6.5,6.52,3.82,London,3769
27890,0.73,Ideal,F,VVS2,62.2,54.0,5.8,5.75,3.59,Antwerp,3193
27891,0.81,Ideal,F,VS1,61.5,55.0,6.01,5.96,3.68,Surat,3933
27892,0.32,Very Good,G,SI1,62.0,55.0,4.41,4.43,2.74,London,477
27893,1.01,Very Good,D,SI2,59.7,58.0,6.55,6.61,3.93,Madrid,4564
27894,0.4,Premium,F,SI1,62.3,60.0,4.7,4.74,2.94,Paris,737
27895,0.51,Very Good,E,SI2,60.3,56.0,5.19,5.22,3.14,Las Vegas,1098
27896,0.3,Ideal,E,VS1,62.0,53.0,4.31,4.33,2.68,Antwerp,673
27897,1.52,Very Good,H,SI2,63.1,55.0,7.36,7.28,4.62,Paris,7600
27898,0.38,Premium,G,SI1,61.4,61.0,4.66,4.62,2.85,Madrid,855
27899,1.0,Ideal,F,VS1,61.7,55.0,6.42,6.39,3.95,Antwerp,7056
27900,0.5,Good,D,SI2,58.5,64.0,5.2,5.12,3.02,Zurich,1015
27901,1.04,Premium,E,SI2,61.6,59.0,6.51,6.47,4.0,Antwerp,3392
27902,0.38,Ideal,F,VVS1,61.9,55.0,4.67,4.7,2.9,Luxembourg,1096
27903,0.4,Premium,H,VVS2,60.6,60.0,4.75,4.79,2.89,Tel Aviv,877
27904,1.22,Premium,H,VS2,61.4,62.0,6.92,6.76,4.22,Tel Aviv,5944
27905,1.83,Premium,J,SI1,60.4,58.0,7.96,7.94,4.8,Zurich,10709
27906,1.08,Premium,G,SI2,60.7,60.0,6.64,6.61,4.02,Las Vegas,4318
27907,0.83,Ideal,E,SI2,61.9,53.0,6.08,6.04,3.75,Tel Aviv,3049
27908,0.3,Ideal,F,IF,62.2,57.0,4.3,4.32,2.68,Paris,886
27909,0.74,Ideal,F,IF,61.9,55.0,5.79,5.84,3.6,Madrid,4383
27910,1.03,Ideal,G,SI1,61.1,57.0,6.54,6.58,4.01,Paris,5147
27911,1.05,Premium,I,SI2,58.3,57.0,6.72,6.67,3.9,Surat,2911
27912,0.7,Premium,H,VVS2,59.6,59.0,5.83,5.78,3.46,Surat,2717
27913,1.02,Premium,G,SI1,62.3,59.0,6.4,6.44,4.0,Kimberly,4633
27914,0.72,Ideal,G,VS2,61.3,56.0,5.77,5.81,3.55,Antwerp,2960
27915,0.9,Premium,H,SI1,60.0,56.0,6.33,6.27,3.78,Antwerp,3629
27916,0.47,Ideal,H,VS2,62.7,55.0,4.95,5.08,3.15,New York City,989
27917,1.2,Very Good,G,VS2,63.1,57.0,6.74,6.69,4.24,Madrid,8032
27918,1.51,Very Good,I,SI2,62.9,58.0,7.24,7.3,4.57,Zurich,7139
27919,1.74,Very Good,D,SI1,61.9,58.0,7.74,7.79,4.81,Amsterdam,16286
27920,0.71,Very Good,I,SI2,61.1,56.0,5.75,5.79,3.53,Tel Aviv,1938
27921,1.21,Premium,J,VVS2,61.7,60.0,6.82,6.85,4.22,Las Vegas,5431
27922,1.23,Very Good,E,VS1,61.5,58.0,6.88,6.93,4.25,Antwerp,10730
27923,0.51,Ideal,D,VS2,61.2,55.0,5.16,5.18,3.16,Surat,1787
27924,1.01,Very Good,G,VS2,61.5,56.0,6.41,6.47,3.96,Tel Aviv,5759
27925,1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,Madrid,11333
27926,0.35,Very Good,H,VVS2,63.0,55.0,4.48,4.5,2.83,Zurich,706
27927,0.76,Very Good,E,SI2,60.8,60.0,5.89,5.98,3.61,New York City,2831
27928,0.72,Ideal,I,VVS1,61.3,57.0,5.75,5.77,3.53,New York City,2654
27929,1.12,Ideal,J,SI2,62.5,57.0,6.63,6.59,4.13,Dubai,4325
27930,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,Las Vegas,2670
27931,0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,Luxembourg,1127
27932,0.77,Premium,G,SI1,60.7,58.0,5.95,5.98,3.62,Paris,2563
27933,0.53,Ideal,H,SI1,61.9,56.0,5.17,5.23,3.22,New York City,1255
27934,0.53,Ideal,H,VS2,61.7,54.0,5.23,5.2,3.22,Dubai,1604
27935,0.7,Ideal,D,VS1,61.4,57.0,5.71,5.76,3.52,Antwerp,4323
27936,0.91,Ideal,J,VS1,60.7,57.0,6.23,6.26,3.79,Luxembourg,3267
27937,2.0,Good,I,VS2,63.6,60.0,7.95,8.03,5.08,Surat,16291
27938,0.3,Very Good,E,SI2,61.6,61.0,4.25,4.29,2.63,New York City,421
27939,0.71,Ideal,E,VS2,61.1,56.0,5.77,5.79,3.53,Dubai,3342
27940,0.32,Premium,F,VVS1,60.7,58.0,4.43,4.4,2.68,New York City,1294
27941,0.58,Very Good,F,VVS2,62.6,56.0,5.37,5.27,3.33,Antwerp,2189
27942,0.56,Very Good,D,SI1,63.9,56.0,5.2,5.26,3.34,Antwerp,1578
27943,0.4,Very Good,E,VS2,60.4,63.0,4.68,4.72,2.84,Dubai,791
27944,0.55,Very Good,F,VS2,62.5,56.0,5.23,5.27,3.28,Kimberly,1625
27945,0.58,Ideal,G,VVS2,61.6,56.0,5.37,5.4,3.31,Paris,2135
27946,1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01,Luxembourg,4684
27947,0.33,Ideal,E,VVS2,61.7,57.0,4.44,4.41,2.73,Kimberly,1114
27948,0.9,Good,I,VS2,58.5,66.0,6.23,6.25,3.65,Surat,3353
27949,0.3,Ideal,G,VVS2,60.6,57.0,4.33,4.35,2.63,Luxembourg,684
27950,0.9,Premium,G,SI1,62.2,60.0,6.1,6.16,3.81,Surat,3734
27951,0.37,Good,H,VS2,63.7,55.0,4.56,4.54,2.9,Kimberly,749
27952,1.57,Ideal,I,VS2,62.7,56.0,7.36,7.4,4.63,Surat,10278
27953,1.07,Very Good,G,SI2,59.9,59.0,6.61,6.67,3.98,Madrid,4201
27954,1.02,Very Good,G,VVS2,62.5,59.0,6.34,6.42,3.99,Zurich,7724
27955,0.3,Premium,G,VVS1,60.6,61.0,4.35,4.33,2.63,Tel Aviv,1013
27956,1.01,Premium,F,SI1,62.2,58.0,6.35,6.28,3.93,Antwerp,4775
27957,1.01,Premium,D,SI2,61.8,60.0,6.41,6.37,3.95,New York City,4672
27958,0.65,Fair,I,VS2,65.1,55.6,5.44,5.5,3.56,London,1659
27959,0.7,Ideal,D,SI1,61.0,59.0,5.68,5.7,3.47,Madrid,2804
27960,0.57,Premium,E,SI1,62.5,57.0,5.28,5.22,3.28,London,1429
27961,0.54,Ideal,D,SI1,60.8,57.0,5.25,5.31,3.21,Luxembourg,1662
27962,1.01,Fair,D,SI2,64.6,62.0,6.26,6.21,4.03,Paris,4538
27963,0.55,Ideal,F,VS2,61.2,55.0,5.3,5.28,3.24,Kimberly,1698
27964,0.47,Ideal,G,IF,62.1,54.0,4.99,5.02,3.11,Tel Aviv,1814
27965,0.32,Ideal,D,VVS1,61.8,56.0,4.37,4.4,2.71,Madrid,910
27966,1.12,Premium,D,SI2,60.5,59.0,6.72,6.76,4.08,Paris,5233
27967,1.08,Premium,F,SI2,62.6,56.0,6.61,6.55,4.12,Surat,4488
27968,0.35,Very Good,E,VS2,61.9,61.0,4.5,4.54,2.8,Las Vegas,716
27969,0.32,Premium,H,SI1,62.0,58.0,4.39,4.38,2.72,Kimberly,591
27970,2.43,Premium,G,I1,61.7,60.0,8.54,8.49,5.25,Madrid,9716
27971,0.38,Ideal,D,VVS2,61.2,57.0,4.66,4.68,2.86,Kimberly,1289
27972,1.02,Ideal,H,SI2,61.6,56.0,6.47,6.51,4.0,Luxembourg,3927
27973,0.5,Premium,D,VS2,62.8,58.0,5.07,5.03,3.17,London,1845
27974,1.03,Good,G,SI2,63.7,60.0,6.28,6.35,4.02,New York City,3929
